,id,divsRank,finalRank,swimmer,swimmerage,school,event,seedTime,divsTime,finalTime,qualified,year,meanSeedTime,meanDivsTime,varSeedTime,varDivsTime,medianAge,gender,distance,stroke,points,seedSpeed,divsSpeed,numRelays,numEvents,lifetimeNumRelays,lifetimeNumEvents
118,55,18.0,13.0,55,15,3,3,50.22,49.3,45.73,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,4,0.9956192751891677,1.0141987829614605,2,2,3,4
119,56,19.0,24.0,56,15,46,3,50.03,49.38,51.77,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9994003597841296,1.012555690562981,0,2,1,3
120,57,20.0,19.0,57,15,3,3,53.06,49.92,50.11,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9423294383716547,1.001602564102564,1,2,3,4
121,58,21.0,23.0,58,15,3,3,52.04,50.17,51.21,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9607993850883936,0.9966115208291807,2,2,2,2
122,59,22.0,22.0,59,15,42,3,51.96,50.51,51.18,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.962278675904542,0.9899029895070284,1,2,1,2
123,60,23.0,20.0,60,15,34,3,52.69,51.03,50.41,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9489466691971912,0.9798157946306094,0,2,0,4
124,61,24.0,21.0,61,15,49,3,52.31,52.14,51.04,True,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9558401835213152,0.9589566551591868,2,2,2,2
125,62,25.0,,62,15,49,3,48.97,52.55,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0210332856851134,0.9514747859181732,0,2,0,2
126,63,26.0,,63,15,34,3,53.15,53.8,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9407337723424272,0.929368029739777,0,1,0,1
127,64,27.0,,64,15,36,3,54.82,54.46,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9120758847136081,0.9181050312155711,1,2,2,4
128,65,28.0,,65,15,48,3,68.13,55.23,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7338910905621606,0.9053050878145936,0,2,0,2
129,66,29.0,,66,15,43,3,60.07,55.65,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8323622440486099,0.8984725965858041,0,2,0,4
130,67,30.0,,67,15,33,3,75.34,56.19,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6636580833554553,0.8898380494749956,2,1,3,3
131,68,31.0,,68,15,17,3,43.8,57.33,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.1415525114155252,0.8721437292865865,2,2,2,2
132,69,32.0,,69,15,5,3,69.28,57.4,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7217090069284064,0.8710801393728224,1,2,1,4
133,70,33.0,,70,15,49,3,49.03,58.79,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0197838058331634,0.8504847763225039,1,2,1,4
134,71,34.0,,71,15,3,3,56.33,58.95,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8876264867743654,0.8481764206955046,1,2,1,2
135,72,35.0,,72,15,33,3,56.81,59.1,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.880126738250308,0.8460236886632826,0,2,2,4
136,73,36.0,,73,15,33,3,60.59,59.33,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.825218682950982,0.8427439743805832,1,2,1,2
137,74,37.0,,74,15,34,3,59.3,59.58,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8431703204047218,0.8392077878482712,0,1,0,3
138,75,38.0,,75,15,26,3,64.88,62.63,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7706535141800247,0.7983394539358135,1,2,2,4
139,76,39.0,,76,15,5,3,56.94,64.08,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8781173164734809,0.7802746566791511,1,2,3,4
140,77,40.0,,77,15,10,3,57.7,64.47,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8665511265164644,0.7755545214828603,0,2,1,4
141,78,41.0,,78,15,43,3,59.69,64.79,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8376612497905848,0.7717240314863404,0,1,0,2
142,79,42.0,,79,15,39,3,65.18,65.23,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7671064743786437,0.7665184730952016,2,2,3,4
143,80,43.0,,80,15,17,3,63.86,65.96,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7829627309740056,0.7580351728320195,2,2,2,2
144,81,44.0,,81,15,33,3,74.19,70.03999999999999,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6739452756436177,0.7138777841233581,1,2,1,2
145,82,45.0,,82,15,34,3,74.13,70.2,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6744907594765952,0.7122507122507122,0,2,0,2
146,83,46.0,,83,15,36,3,62.8,71.15,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7961783439490446,0.7027406886858748,1,2,1,2
147,84,47.0,,84,15,48,3,106.56,86.72,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.4692192192192192,0.5765682656826568,0,2,0,2
148,85,,,85,15,17,3,53.3,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9380863039399625,,0,2,0,2
149,86,,,86,15,42,3,74.82,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6682705159048383,,0,2,0,2
150,87,,,87,15,42,3,37.87,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.320306311064167,,0,2,0,2
151,88,,,88,15,42,3,51.31,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9744689144416293,,0,2,0,2
152,89,,,89,15,39,3,80.09,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6242976651267323,,2,2,2,2
153,90,,,90,15,36,3,64.35,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7770007770007771,,0,2,0,2
154,91,,,91,15,33,3,55.77,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8965393580778196,,0,2,0,4
155,92,,,92,15,33,3,83.91,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.5958765343820761,,0,2,0,2
156,93,,,93,15,46,3,59.53,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8399126490844951,,0,2,0,2
157,94,,,94,15,3,3,46.15,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0834236186348862,,0,2,0,2
158,95,,,95,15,17,3,47.53,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.051967178624027,,0,2,0,2
159,96,,,96,15,55,3,58.7,,,False,2017,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8517887563884157,,0,2,0,2
160,1921,1.0,1.0,970,15,16,3,32.72,33.46,33.18,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,20,1.528117359413203,1.4943215780035863,2,2,2,2
161,1922,2.0,4.0,971,14,3,3,38.63,39.04,40.18,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,14,1.2943308309603934,1.2807377049180328,2,2,2,2
162,1923,3.0,3.0,972,14,33,3,40.1,39.61,39.44,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,16,1.2468827930174564,1.2623074981065388,2,2,2,2
163,1924,4.0,2.0,973,15,3,3,40.93,39.63,38.26,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,18,1.221597849987784,1.2616704516780217,2,2,2,2
164,1925,5.0,6.0,100,15,49,3,39.53,40.46,41.44,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,11,1.2648621300278269,1.2357884330202669,2,2,6,6
165,1926,6.0,5.0,142,15,48,3,41.94,40.83,40.74,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,12,1.1921793037672868,1.224589762429586,2,2,3,4
166,1927,7.0,11.0,974,15,30,3,48.0,43.03,43.77,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,6,1.0416666666666667,1.1619800139437602,1,2,1,2
167,1928,8.0,7.0,104,15,38,3,43.04,44.03,42.48,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,10,1.1617100371747213,1.1355893708834885,1,2,1,5
168,1929,9.0,8.0,102,15,45,3,44.66,44.63,42.6,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,9,1.1195700850873265,1.120322652924042,0,2,1,4
169,1930,10.0,13.0,975,14,30,3,44.0,45.02,44.8,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,4,1.1363636363636365,1.1106175033318524,2,2,2,2
170,1931,11.0,12.0,130,15,17,3,45.39,45.31,44.78,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,5,1.1015642211940957,1.1035091591260207,2,2,2,4
171,1932,12.0,10.0,976,15,26,3,44.87,45.34,43.76,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,7,1.1143302874972143,1.102779003087781,2,2,2,2
172,1933,13.0,15.0,444,15,46,3,46.37,46.03,45.99,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,2,1.0782833728703904,1.0862480990658265,1,2,2,6
173,1934,14.0,16.0,977,15,49,3,46.41,46.04,48.26,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,1,1.0773540185304893,1.0860121633362294,1,1,1,1
174,1935,15.0,9.0,146,15,3,3,46.9,46.05,43.45,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,8,1.0660980810234542,1.0857763300760044,2,2,4,4
175,1936,16.0,14.0,978,15,52,3,47.8,46.09,45.18,True,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,3,1.0460251046025104,1.0848340203948794,0,2,0,2
176,1937,17.0,,103,14,16,3,43.41,46.1,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.151808339092375,1.0845986984815619,2,2,6,6
177,1938,18.0,,134,15,48,3,47.38,46.54,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0552975939214857,1.0743446497636442,1,2,2,4
178,1939,19.0,,979,15,48,3,51.3,46.82,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9746588693957116,1.0679196924391285,1,2,1,2
179,1940,20.0,,381,14,5,3,57.18,49.5,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8744316194473593,1.0101010101010102,2,2,4,4
180,1941,21.0,,980,15,5,3,50.53,50.05,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9895111814763506,0.999000999000999,2,2,2,2
181,1942,22.0,,981,15,35,3,50.54,50.56,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9893153937475268,0.9889240506329113,1,2,1,2
182,1943,23.0,,982,15,3,3,49.89,51.25,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0022048506714771,0.975609756097561,0,1,0,1
183,1944,24.0,,126,14,3,3,50.83,51.46,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9836710603974032,0.9716284492809949,0,2,0,6
184,1945,25.0,,390,15,3,3,48.5,51.49,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0309278350515463,0.9710623422023693,1,2,2,4
185,1946,26.0,,983,15,48,3,50.94,51.59,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9815469179426777,0.9691800736576855,0,2,0,2
186,1947,27.0,,984,14,34,3,48.0,51.86,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.0416666666666667,0.9641342074816814,0,1,0,1
187,1948,28.0,,443,15,45,3,53.78,51.92,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9297136481963555,0.963020030816641,0,2,2,6
188,1949,29.0,,985,15,3,3,56.15,52.03,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8904719501335708,0.9609840476648087,2,2,2,2
189,1950,30.0,,986,15,5,3,53.71,52.25,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.930925339787749,0.9569377990430622,2,2,2,2
190,1951,31.0,,302,15,52,3,51.62,52.85,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9686168151879118,0.9460737937559129,0,2,0,3
191,1952,32.0,,987,14,3,3,50.94,52.86,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9815469179426777,0.9458948164964056,0,2,0,2
192,1953,33.0,,115,15,48,3,50.38,53.64,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9924573243350535,0.9321401938851603,0,2,0,4
193,1954,34.0,,124,15,33,3,51.66,54.77,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9678668215253582,0.912908526565638,1,2,5,6
194,1955,35.0,,383,15,5,3,52.71,55.39,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9485866059571239,0.9026900162484203,2,2,6,6
195,1956,36.0,,988,14,30,3,58.0,55.42,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8620689655172413,0.9022013713460845,2,2,2,2
196,1957,37.0,,989,14,17,3,53.6,56.2,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9328358208955224,0.889679715302491,1,2,1,2
197,1958,38.0,,133,14,38,3,54.79,56.49,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9125752874612155,0.885112409275978,1,2,1,6
198,1959,39.0,,990,14,49,3,55.2,56.56,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9057971014492753,0.884016973125884,1,2,1,2
199,1960,40.0,,991,15,35,3,55.75,56.73,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8968609865470852,0.8813678829543452,1,1,1,1
200,1961,41.0,,992,15,3,3,64.0,56.76,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.78125,0.8809020436927414,0,2,0,2
201,1962,42.0,,993,15,34,3,59.0,56.97,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.847457627118644,0.8776549060909251,0,2,0,2
202,1963,43.0,,994,15,42,3,55.15,57.09,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9066183136899365,0.8758101243650376,1,2,1,2
203,1964,44.0,,614,15,36,3,58.38,57.57,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8564576909900651,0.8685079034219212,0,2,0,4
204,1965,44.0,,995,15,30,3,58.0,57.57,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8620689655172413,0.8685079034219212,2,2,2,2
205,1966,46.0,,996,15,3,3,58.15,58.44,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8598452278589854,0.8555783709787816,0,2,0,2
206,1967,47.0,,596,15,5,3,62.04,58.78,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8059316569954867,0.8506294658046955,1,2,4,6
207,1968,48.0,,997,15,39,3,56.0,59.04,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8928571428571429,0.8468834688346883,2,2,2,2
208,1969,49.0,,998,15,48,3,63.19,60.02,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7912644405760405,0.8330556481172942,0,1,0,1
209,1970,50.0,,999,15,5,3,62.45,60.63,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.800640512409928,0.8246742536698004,2,2,2,2
210,1971,51.0,,1000,14,10,3,52.99,62.6,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.9435742592942065,0.7987220447284344,0,2,0,2
211,1972,52.0,,1001,14,33,3,64.04,62.67,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7807620237351655,0.7978299026647518,1,2,1,2
212,1973,53.0,,460,15,5,3,65.89,64.8,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7588404917286387,0.7716049382716049,1,2,3,4
213,1974,54.0,,1002,15,27,3,72.32,65.14,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.6913716814159293,0.7675775253300583,0,2,0,2
214,1975,55.0,,1003,15,49,3,65.87,65.66,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7590708972218004,0.7614986293024673,0,1,0,1
215,1976,56.0,,598,15,39,3,67.0,66.61,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.746268656716418,0.7506380423359856,0,2,0,4
216,1977,57.0,,1004,15,39,3,65.0,66.92,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7692307692307693,0.7471607890017932,0,2,0,2
217,1978,58.0,,163,15,46,3,59.93,67.1,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8343066911396629,0.7451564828614009,0,2,0,4
218,1979,59.0,,131,14,5,3,71.4,67.61,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7002801120448179,0.7395355716609969,2,2,2,4
219,1980,60.0,,1005,14,34,3,69.0,69.12,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7246376811594203,0.7233796296296295,1,2,1,2
220,1981,61.0,,1006,15,48,3,63.81,72.72,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7835762419683435,0.6875687568756875,1,2,1,2
221,1982,62.0,,1007,15,3,3,70.93,76.82,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.7049203440011278,0.6508721687060662,0,2,0,2
222,1983,63.0,,125,14,5,3,100.83,81.37,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.49588416145988296,0.6144770800049157,2,2,3,4
223,1984,,,454,15,46,3,43.69,,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,1.1444266422522318,,2,2,4,4
224,1985,,,1008,14,3,3,55.73,,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8971828458639871,,0,2,0,2
225,1986,,,1009,14,39,3,64.0,,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.78125,,0,2,0,2
226,1987,,,1010,15,48,3,58.0,,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8620689655172413,,1,2,1,2
227,1988,,,154,15,46,3,55.93,,,False,2016,55.29513368983955,53.44824675324674,137.74820038525678,94.34189952041424,15.0,Girls,50,Backstroke,0,0.8939746111210441,,0,2,0,4
